customer_id,full_name,email,phone,city,segment,created_at
34,Devansh Rajan,phora@example.org,8497384008,Chennai,GROWTH,2024-12-08
35,Upadhriti Wadhwa,chanchalkale@example.org,2124076678,Jaipur,GROWTH,2024-09-27
36,Advay Contractor,inazareth@example.com,6453383733,Delhi,VALUE,2026-02-16
37,Harini Choudhury,bhavika88@example.net,7603107773,Kolkata,NEW,2025-02-01
38,Radhika Dugar,onveerkohli@example.com,4144127579,Kolkata,VALUE,2024-01-29
39,Aarush Lall,abdul97@example.org,7209935251,Bengaluru,NEW,2025-10-07
40,Yashica Cherian,ektadhaliwal@example.net,5546700475,Pune,PREMIUM,2024-11-08
41,Yashica Issac,geetika45@example.com,2808703411,Mumbai,VALUE,2026-04-22
42,Kashvi Edwin,kakarishwar@example.net,1010830153,Kolkata,VALUE,2026-02-08
43,Ekiya Suresh,nbajwa@example.com,0560886384,Pune,VALUE,2024-04-03
44,Isaac Patil,wahabsangha@example.com,8419447469,Bengaluru,GROWTH,2026-03-22
45,Wriddhish Bhardwaj,vrindahayre@example.com,3218395768,Delhi,VALUE,2026-05-04
46,Farhan Chada,maanavkhosla@example.net,3562419517,Jaipur,NEW,2025-11-11
47,Ekapad Walia,baliaarna@example.net,8927869856,Hyderabad,VALUE,2024-09-04
48,Kabir Soman,nishakumer@example.com,7379956880,Jaipur,NEW,2025-08-25
49,Alka Wable,zilmil46@example.com,6521634878,Pune,VALUE,2026-02-20
50,Siddharth Zacharia,zansi67@example.net,1051184264,Kolkata,NEW,2026-01-03
51,Devika Rastogi,guneet63@example.com,0583595788,Kolkata,VALUE,2025-01-22
52,Raksha Varughese,debalvan@example.com,2627382760,Mumbai,GROWTH,2025-09-28
53,Jai Kota,hiteshshankar@example.com,2509179261,Bengaluru,GROWTH,2024-12-13
54,Devansh Nigam,om97@example.com,9560699323,Hyderabad,VALUE,2024-08-16
55,Victor Kannan,hbarad@example.com,3654019731,Hyderabad,NEW,2025-08-28
56,Ekavir Bhargava,yochana40@example.net,2722163174,Delhi,VALUE,2025-02-23
57,Ekansh Balay,choudhryamruta@example.com,8927334095,Chennai,GROWTH,2024-07-21
58,Ekavir Varkey,pinglereva@example.org,4692326624,Mumbai,GROWTH,2025-08-17
59,Arya Sunder,munitanish@example.net,6390742663,Pune,GROWTH,2024-10-16
60,Kevin Solanki,ebiswas@example.com,2280023706,Pune,VALUE,2025-06-13
61,Urvashi Ray,gdani@example.com,4173361239,Jaipur,VALUE,2024-11-21
62,Girindra Chatterjee,mbalasubramanian@example.com,8945497515,Pune,VALUE,2026-03-07
63,Irya Sampath,chakrabortyzaitra@example.net,8972506713,Bengaluru,VALUE,2026-02-04
64,Unni Bhagat,mugdhabains@example.com,0903134644,Jaipur,VALUE,2025-03-02
65,Darsh Rau,harinakshi46@example.com,5339583326,Hyderabad,NEW,2025-10-01
66,Ikbal Kothari,parth68@example.org,1281848936,Bengaluru,GROWTH,2024-06-09
67,Ranveer Yadav,wtoor@example.com,3006799134,Jaipur,GROWTH,2026-06-16
68,Logan Sami,xalakseth@example.org,0656121747,Bengaluru,GROWTH,2024-07-12
69,Arya Shere,avi34@example.net,3406887727,Delhi,VALUE,2026-02-19
70,Faqid Savant,divya45@example.net,6897073421,Hyderabad,GROWTH,2026-01-31
71,Chandresh Zachariah,nirja60@example.org,1698237995,Kolkata,VALUE,2024-06-09
72,Girik Khalsa,abhimanyuchadha@example.org,5668073526,Mumbai,VALUE,2024-01-08
73,Niharika Sunder,jdevan@example.com,2980530361,Hyderabad,GROWTH,2025-10-25
74,Tanay Rattan,thomasvirk@example.com,0510019950,Mumbai,GROWTH,2026-02-21
75,Nitesh Raghavan,rloke@example.org,2646271675,Pune,NEW,2025-10-06
76,Madhavi Lanka,saxenasarthak@example.com,5415723974,Hyderabad,VALUE,2024-02-20
77,Bhavika Sampath,jhalakbhakta@example.net,2589199597,Bengaluru,GROWTH,2025-08-03
78,Mohammed Gupta,shravya09@example.org,9846563160,Mumbai,VALUE,2024-12-18
79,Teerth Bhardwaj,ayushman99@example.org,8978941726,Chennai,VALUE,2026-04-04
80,Dipta Bhandari,cpatel@example.net,8082314302,Pune,PREMIUM,2025-12-21
81,Vansha Thakkar,boaseranbir@example.com,2989042698,Jaipur,VALUE,2025-12-20
82,Dakshesh Trivedi,anirudh34@example.net,5346709978,Hyderabad,GROWTH,2025-01-01
83,Quincy Biswas,anita37@example.com,6131217888,Mumbai,GROWTH,2024-10-16
84,Wahab Raval,auroraosha@example.org,6669874223,Kolkata,VALUE,2026-01-10
85,Yatin Baral,tnarayanan@example.net,4611795495,Pune,NEW,2024-04-13
86,Oni Virk,jeet42@example.net,0494415361,Pune,GROWTH,2024-03-31
87,Advika Jayaraman,aadhya49@example.net,1321816704,Delhi,PREMIUM,2024-02-25
88,William Lanka,ksangha@example.com,1007260768,Bengaluru,GROWTH,2025-04-05
89,Karan Mital,lakshit17@example.net,0640058445,Kolkata,NEW,2024-03-08
90,Diya Bora,radhika27@example.com,7294289811,Kolkata,VALUE,2025-06-08
91,Tara Chaudhry,xitiamble@example.org,2483259574,Hyderabad,GROWTH,2024-05-30
92,Tanay Toor,sachdevaekalinga@example.net,3375993345,Kolkata,PREMIUM,2026-03-12
93,Kevin Palla,rjayaraman@example.com,8716946756,Kolkata,VALUE,2025-01-24
94,Yash Pingle,smane@example.com,4768072579,Hyderabad,GROWTH,2024-03-25
95,Nakul Sarma,vivaanmunshi@example.net,1546367621,Jaipur,NEW,2025-09-16
96,Abhiram Mistry,routsimon@example.net,2949447272,Bengaluru,GROWTH,2024-10-31
97,Krish Lalla,nicholassami@example.com,6999875119,Mumbai,PREMIUM,2024-08-23
98,Hredhaan Dugal,rchand@example.net,3363996014,Pune,GROWTH,2025-08-16
99,Baghyawati Kade,beragautam@example.com,9977194459,Pune,NEW,2026-05-10
100,Samar Lalla,shroffharshil@example.org,4097741841,Mumbai,NEW,2026-05-31
101,Zayan Behl,geetika76@example.org,5352932276,Kolkata,GROWTH,2025-01-26
102,Pallavi Malhotra,banjeetmadan@example.net,5721864532,Mumbai,VALUE,2026-02-02
103,Aarush Nath,baghyawati14@example.org,7499394522,Kolkata,VALUE,2024-07-07
104,Adweta Edwin,dhritipanchal@example.org,5547006887,Delhi,GROWTH,2026-01-31
105,Prisha Andra,tanaysubramanian@example.org,2056336409,Kolkata,NEW,2026-04-27
106,Faqid Dixit,zparmer@example.net,7128826310,Kolkata,GROWTH,2025-04-10
107,Kala Divan,qdash@example.org,2540774881,Kolkata,VALUE,2025-04-15
108,Joshua Barman,devioeshi@example.com,4328127731,Pune,VALUE,2025-05-22
109,Janya Baral,omahal@example.com,7894378872,Hyderabad,GROWTH,2024-03-06
110,Shivansh Krish,fchar@example.com,8140650580,Pune,NEW,2026-02-11
111,Irya Ray,dhruvvohra@example.com,6470594887,Bengaluru,VALUE,2025-10-25
112,Warjas Gaba,vigarunima@example.org,7328456889,Kolkata,GROWTH,2026-02-21
113,Nitara Bakshi,surajai@example.org,7108228194,Chennai,PREMIUM,2024-04-13
114,Gaurangi Sabharwal,edar@example.com,9775933678,Hyderabad,NEW,2025-12-23
115,Amara Dutta,qkurian@example.com,5490867813,Chennai,VALUE,2024-11-22
116,Lavanya Barad,chauhanyamini@example.org,1967647583,Chennai,NEW,2026-01-06
117,Tristan Iyengar,shankarjanani@example.com,3882822706,Delhi,GROWTH,2026-06-13
118,Inaya Mody,chasmumsuri@example.org,7308429850,Mumbai,PREMIUM,2026-03-02
119,Udant Bajwa,qasim37@example.net,3681046363,Mumbai,VALUE,2026-04-04
120,Mohini Narasimhan,jmaster@example.net,4612149122,Delhi,GROWTH,2024-04-12
121,Ekaraj Mallick,ashanker@example.org,1941949265,Hyderabad,GROWTH,2024-10-22
122,Yashodhara Ratta,odara@example.org,8020231521,Pune,VALUE,2024-09-20
123,Ayaan D’Alia,xavier25@example.org,1249201843,Pune,GROWTH,2025-04-07
124,Pranav Lanka,gabrielbalasubramanian@example.net,0980657273,Hyderabad,GROWTH,2026-05-28
125,Ikbal Saraf,noahravi@example.com,5845632454,Kolkata,GROWTH,2025-09-09
126,Dipta Sarin,regenidra@example.com,0656815409,Chennai,VALUE,2025-05-05
127,Lekha Gupta,divanqushi@example.com,7729622923,Delhi,GROWTH,2025-12-25
128,Chaitanya Sarin,tanveerpatel@example.com,8446173274,Kolkata,VALUE,2024-06-07
129,Zinal Yohannan,routdamyanti@example.com,6740018476,Chennai,NEW,2025-08-17
130,Januja Sankar,ikbalagarwal@example.org,3596071240,Pune,NEW,2025-03-28
131,Ganga Murthy,urmiandra@example.net,5205622471,Chennai,VALUE,2024-07-01
132,Charita Tripathi,sekhonchakradhar@example.org,4371045826,Chennai,VALUE,2025-08-04
133,Nilima Narain,xvenkatesh@example.org,0750797522,Delhi,VALUE,2026-01-26
134,Chakrika Datta,wsaran@example.net,6677481893,Chennai,GROWTH,2026-01-15
135,Osha Raghavan,niteshbansal@example.com,6842633618,Kolkata,NEW,2026-01-28
136,Charvi Ravi,varmawahab@example.com,5965727287,Bengaluru,GROWTH,2025-12-31
137,Daksha Mangat,mohammed67@example.net,1476238026,Chennai,VALUE,2025-02-26
138,Qushi Nagy,ria62@example.net,6186771641,Delhi,VALUE,2024-02-14
139,Riya Sathe,dpalan@example.com,0499129363,Bengaluru,VALUE,2026-05-18
140,Yasti Solanki,amruta56@example.com,2979801347,Hyderabad,NEW,2025-02-12
141,Frado Mander,bdeol@example.com,7386675196,Jaipur,GROWTH,2025-07-23
142,Girik Keer,rpatel@example.com,7039274991,Mumbai,GROWTH,2024-01-19
143,Umang Issac,uppalnaveen@example.net,9750530833,Bengaluru,VALUE,2026-03-10
144,Aryan Batra,sekhonanika@example.com,6715118888,Hyderabad,NEW,2026-03-10
145,Vaishnavi Bora,apalla@example.org,2248913604,Jaipur,VALUE,2026-04-15
146,Oeshi Hayer,damyantinath@example.org,5766394081,Kolkata,NEW,2024-06-05
147,Warda Ratta,darshgrewal@example.com,8482775947,Delhi,NEW,2026-01-28
148,Manbir Ahluwalia,mekhalakara@example.org,0192467595,Mumbai,GROWTH,2025-07-16
149,Pavani Kanda,jeremiahramachandran@example.net,3711935170,Kolkata,NEW,2024-05-11
150,Zarna Shetty,hemani25@example.com,5081703761,Delhi,VALUE,2025-05-28
151,Zaid Dara,wyattanne@example.net,2816945384,Kolkata,PREMIUM,2025-03-04
152,Kiaan Shetty,shenoyaarna@example.org,7244753987,Bengaluru,VALUE,2025-07-16
153,Saanvi Thaman,vkaran@example.org,4829237925,Jaipur,GROWTH,2024-03-16
154,Sanaya Dutt,vvarma@example.org,5066011655,Bengaluru,VALUE,2025-05-22
155,Shivani Lad,anitashroff@example.com,1503555818,Hyderabad,VALUE,2025-09-01
156,Aradhana Verma,hpillai@example.org,0567721360,Pune,VALUE,2025-10-06
157,William Maharaj,ryan79@example.net,8006399378,Mumbai,VALUE,2025-11-23
158,Faras Mangal,bhatiaishita@example.org,0997872191,Chennai,GROWTH,2025-07-17
159,Anita Nayak,mreddy@example.org,6516800472,Chennai,GROWTH,2025-09-23
160,Faris Devi,labantailor@example.com,7009358717,Kolkata,VALUE,2024-03-22
161,Vihaan Rajagopal,teerthkuruvilla@example.org,5550187890,Jaipur,NEW,2025-12-19
162,Tanish Bhatt,isharatta@example.org,2325543349,Pune,NEW,2024-11-26
163,Nikita Narayanan,udyatidey@example.org,2430258330,Hyderabad,VALUE,2025-05-07
164,Ojasvi Bhatia,lgoda@example.com,2276904744,Hyderabad,GROWTH,2025-05-06
165,Osha Ramachandran,harshbanik@example.org,1078087667,Hyderabad,GROWTH,2026-05-28
166,Lajita Sood,urishillabera@example.org,3433578437,Kolkata,PREMIUM,2024-10-19
167,Indira Misra,lucky34@example.org,3361363750,Bengaluru,GROWTH,2024-12-11
168,Oni Yohannan,sanayaapte@example.com,3351163784,Mumbai,PREMIUM,2025-11-15
169,Vinaya Kanda,rayaankaul@example.org,2530342602,Bengaluru,VALUE,2025-07-24
170,Rajata Sunder,yogiyoshita@example.org,6992728702,Delhi,VALUE,2024-10-13
171,Lopa Nayar,jeevika61@example.org,0975110293,Delhi,PREMIUM,2024-11-05
172,Noah Sibal,vidhi80@example.com,5678956459,Delhi,GROWTH,2026-01-15
173,Avi Ramesh,ckanda@example.org,3032928442,Kolkata,NEW,2026-01-22
174,Fiyaz Sangha,ishaan76@example.net,3321330004,Pune,VALUE,2024-05-12
175,Triya Gopal,bzachariah@example.net,0302930958,Pune,VALUE,2024-12-25
176,Abha Raghavan,xmerchant@example.net,0752002556,Hyderabad,VALUE,2025-11-23
177,Siddharth Sha,damyanti42@example.org,0623143874,Pune,VALUE,2024-04-16
178,Geetika Raghavan,vrishti83@example.com,0535962763,Mumbai,VALUE,2024-06-14
179,Oviya Krishnan,radhikamann@example.org,6325273976,Jaipur,GROWTH,2024-05-22
180,Upma Bahl,samuel27@example.org,3914203756,Chennai,GROWTH,2025-04-20
181,Inaya Kapur,hvig@example.com,3140139887,Jaipur,PREMIUM,2025-02-09
182,Banjeet Balasubramanian,adyadeo@example.net,3371894284,Mumbai,GROWTH,2024-10-15
183,Ryan Bahri,baljiwankant@example.net,6380285212,Hyderabad,VALUE,2024-05-02
184,William Date,rsidhu@example.net,6485155964,Pune,PREMIUM,2025-07-27
185,Ishwar Kamdar,siddharthbuch@example.net,2187039508,Hyderabad,VALUE,2025-12-27
186,Aahana Pillay,arin32@example.org,2359402169,Hyderabad,NEW,2024-07-10
187,Ishwar Gade,osha55@example.org,3563622446,Mumbai,VALUE,2025-08-22
188,Hritik Bal,dattagarima@example.org,6157723551,Hyderabad,GROWTH,2025-12-16
189,Keya Ranganathan,bsarin@example.net,8479270599,Mumbai,NEW,2025-05-16
190,Faqid Kibe,zbansal@example.net,7353606844,Bengaluru,GROWTH,2025-05-31
191,Charvi Dara,tkapoor@example.com,4091260287,Pune,GROWTH,2024-05-30
192,Idika Walia,fsinha@example.com,1064802325,Pune,PREMIUM,2026-05-11
193,Kamala Biswas,jkoshy@example.net,0881484894,Chennai,VALUE,2026-05-10
194,Advik Salvi,gaurav03@example.net,1242296069,Bengaluru,PREMIUM,2025-10-02
195,Hitesh Sant,qasim42@example.com,1729521866,Jaipur,NEW,2026-03-23
196,Tripti Dua,jganguly@example.org,9675676594,Delhi,NEW,2025-06-30
197,Patrick Vig,indira96@example.org,8785597118,Bengaluru,GROWTH,2025-08-18
198,Veda Shroff,nmerchant@example.net,8187063378,Delhi,VALUE,2026-01-16
199,Amrita Naidu,mkari@example.net,6732681361,Bengaluru,PREMIUM,2024-02-04
200,Gabriel Mallick,gayathri94@example.org,4076202820,Jaipur,GROWTH,2024-07-16
201,Yagnesh Shetty,ijayanagi@example.net,9624132459,Bengaluru,VALUE,2024-07-02
202,Gayathri Balakrishnan,oeshi56@example.net,4142158254,Jaipur,VALUE,2025-07-23
203,Ekta Gopal,rushil17@example.org,4382500869,Hyderabad,VALUE,2024-08-06
204,Simon Pant,ckalla@example.org,1034159492,Pune,GROWTH,2024-12-17
205,Harini Mammen,gavinbabu@example.net,2835270607,Hyderabad,VALUE,2025-03-20
206,Advaith Varughese,unnijani@example.com,6423691703,Bengaluru,VALUE,2025-10-31
207,Frederick Khurana,rkant@example.net,3417792117,Kolkata,VALUE,2025-04-10
208,Vrinda Khosla,indaliramakrishnan@example.net,4596090127,Jaipur,NEW,2024-01-23
209,Vritti Sem,ujayaraman@example.net,9840270943,Bengaluru,VALUE,2025-09-10
210,Girik Menon,onkarjayaraman@example.com,1997178625,Kolkata,VALUE,2025-01-19
211,Nidhi Kohli,kloyal@example.org,3688646504,Bengaluru,GROWTH,2024-04-12
212,Jyoti Solanki,sandhumahika@example.org,0628536749,Pune,VALUE,2025-08-09
213,Pavani Narayanan,dasguptabahadurjit@example.net,1136354313,Kolkata,NEW,2024-08-31
214,Sudiksha Madan,mittalzilmil@example.com,7064547839,Hyderabad,NEW,2025-02-18
215,Zayan Kashyap,vbajaj@example.com,9103033799,Pune,GROWTH,2026-05-20
216,Reyansh Mutti,miteshsachdev@example.com,0297670644,Bengaluru,GROWTH,2024-08-02
217,Qasim Handa,sara89@example.net,5776140692,Delhi,GROWTH,2026-03-07
218,Veda Malhotra,upasnavarkey@example.com,4286357408,Delhi,VALUE,2025-02-21
219,Harish Hari,ati17@example.com,4444138825,Hyderabad,VALUE,2026-04-19
220,Utkarsh Patel,bajajrudra@example.com,5263733806,Jaipur,VALUE,2026-02-03
221,Chasmum Atwal,sachdevabrinda@example.net,4381006310,Mumbai,VALUE,2026-01-19
222,Anusha Bath,hritik04@example.com,7614048687,Hyderabad,GROWTH,2024-07-05
223,Brinda Date,tkoshy@example.com,7338210920,Pune,VALUE,2025-12-12
224,Harshil Arora,ksaran@example.com,4989216850,Mumbai,VALUE,2024-11-26
225,Upasna Srinivas,wakeeta33@example.net,7939836469,Pune,GROWTH,2026-03-30
226,Harini Gour,vbhandari@example.net,9603382238,Bengaluru,GROWTH,2026-06-10
227,Zayyan Sridhar,kalpit89@example.org,3755727059,Kolkata,VALUE,2025-07-04
228,Dhruv Rattan,lopa65@example.org,8872069657,Chennai,VALUE,2026-04-01
229,Ethan Bera,saanvimitter@example.net,8871308483,Chennai,VALUE,2025-04-24
230,Manthan Modi,fsavant@example.net,0663295689,Mumbai,VALUE,2024-01-31
231,Yuvraj Dani,saimahal@example.org,4893670619,Hyderabad,NEW,2026-02-25
232,Upkaar Virk,isha09@example.com,3814043880,Kolkata,NEW,2025-04-22
233,Shravya Savant,tanish80@example.com,5005835348,Delhi,GROWTH,2024-02-09
234,Pushti Mody,ekiyabhardwaj@example.org,5561417843,Kolkata,GROWTH,2024-02-28
235,Hardik Johal,chakradevvaidya@example.net,8325798169,Hyderabad,PREMIUM,2025-10-12
236,Aishani Bumb,zmand@example.net,4693604259,Pune,GROWTH,2026-04-11
237,Wriddhish Ghose,alkakapadia@example.com,1939589818,Pune,VALUE,2025-09-19
238,Naksh Agate,ishitakrishnamurthy@example.net,4574342595,Hyderabad,VALUE,2025-02-01
239,Shravya Singhal,lnarayan@example.org,9529382106,Bengaluru,GROWTH,2024-10-03
240,Bachittar Kata,harshparekh@example.com,2100735901,Pune,GROWTH,2025-01-11
241,Barkha Setty,keeryamini@example.com,0441482243,Mumbai,VALUE,2024-10-17
242,Vivaan Lalla,ahluwaliachakradev@example.org,8885573939,Chennai,VALUE,2024-09-02
243,Pavani Contractor,dayita69@example.com,0855026259,Delhi,VALUE,2024-04-25
244,Manthan Lata,asane@example.com,5395956917,Pune,VALUE,2025-05-26
245,Ekbal Bhasin,kalavansha@example.com,3679889373,Pune,GROWTH,2024-07-15
246,Damyanti Mani,ridhi47@example.com,5277374811,Delhi,PREMIUM,2024-05-10
247,Jeet Sidhu,bumbpooja@example.org,8905291844,Kolkata,GROWTH,2024-09-05
248,Neha Magar,peterdalia@example.com,2558782573,Hyderabad,VALUE,2025-12-20
249,Raksha Buch,khannanidhi@example.net,2037354053,Kolkata,VALUE,2025-05-30
250,Rachana Naidu,indali86@example.net,6478506093,Delhi,NEW,2025-03-18
251,Atharv Chand,basubrijesh@example.com,5851021465,Mumbai,GROWTH,2025-06-16
252,Ansh Luthra,murthytimothy@example.org,2206152501,Hyderabad,VALUE,2025-05-24
253,Parth Singhal,kashishdeep@example.net,9879504700,Mumbai,VALUE,2025-03-23
254,Arunima Golla,arattan@example.org,0177591748,Bengaluru,NEW,2026-01-26
255,Vyanjana Chand,yutikamurthy@example.com,3936044707,Pune,PREMIUM,2025-10-19
256,Ijaya Rege,baloliver@example.net,5796527398,Mumbai,NEW,2024-06-15
257,Ekani Cheema,vasatika38@example.org,5982218987,Pune,GROWTH,2026-01-05
258,Forum Sabharwal,balasubramanianekapad@example.org,4445169613,Delhi,GROWTH,2024-06-06
259,Bhavya Rattan,irya71@example.net,0849785315,Mumbai,GROWTH,2024-03-11
260,Suhani Chakrabarti,prasadchristopher@example.com,3939191654,Chennai,VALUE,2025-01-13
261,Zayyan Naik,merchantjack@example.org,6209527958,Kolkata,PREMIUM,2024-12-19
262,Netra Varkey,cprakash@example.com,5093330206,Mumbai,GROWTH,2025-12-08
263,Turvi Sachdev,jai91@example.net,5384528134,Bengaluru,VALUE,2025-09-17
264,Raghav Vasa,nishawalia@example.com,7523266103,Jaipur,NEW,2024-02-22
265,Wishi Sathe,thakerrachita@example.net,8620502551,Jaipur,GROWTH,2025-03-24
266,Samar Loke,ebose@example.org,2942649770,Chennai,VALUE,2025-12-16
267,Bhavna Sarma,mukhopadhyaymanbir@example.net,5621555274,Hyderabad,VALUE,2025-10-21
268,Jairaj Balakrishnan,nicholaspau@example.org,9575941904,Bengaluru,NEW,2025-03-26
269,Nathan Mukhopadhyay,mchaudhuri@example.com,6547829240,Chennai,NEW,2025-07-08
270,Nikita Chander,dubethomas@example.org,6611870074,Chennai,GROWTH,2025-05-20
271,Ishaan Shenoy,falanhayer@example.com,0618020315,Bengaluru,NEW,2024-07-27
272,Mitesh Tara,nihal20@example.net,5216359244,Delhi,NEW,2025-05-22
273,Yashodhara Mahajan,benjamin03@example.com,6547889155,Mumbai,NEW,2025-08-30
274,Vasudha Sodhi,sinhawarhi@example.com,7514258074,Jaipur,NEW,2024-02-20
275,Tanmayi Dhillon,lekha27@example.com,0373600145,Hyderabad,GROWTH,2025-09-17
276,Rayaan Trivedi,ramamugdha@example.org,2914204179,Hyderabad,PREMIUM,2024-08-12
277,Ekaraj Majumdar,gollaoeshi@example.net,8430718466,Hyderabad,GROWTH,2024-01-07
278,Harini Tripathi,bachittarkarpe@example.org,5149033313,Kolkata,PREMIUM,2025-11-10
279,Aarnav Mandal,eprabhakar@example.com,5720731156,Delhi,VALUE,2024-12-16
280,Vrishti Dixit,vritti12@example.org,8658263016,Delhi,PREMIUM,2025-01-06
281,Veda Pai,sankarchanakya@example.net,0387942634,Bengaluru,NEW,2025-07-15
282,Krishna Shah,bumbjairaj@example.net,5515698322,Hyderabad,VALUE,2025-05-19
283,Ranbir Khare,victorkant@example.org,2809191770,Pune,NEW,2025-07-12
284,Vivaan Roy,gopalekta@example.com,7717956785,Hyderabad,GROWTH,2026-04-30
285,Eesha Solanki,ddeshmukh@example.com,1217744415,Hyderabad,VALUE,2025-08-09
286,Libni Doshi,timothycontractor@example.com,3759824813,Jaipur,VALUE,2024-02-11
287,Balhaar Date,qushi88@example.net,1295584457,Mumbai,PREMIUM,2024-07-19
288,Harish Sarraf,bahrilila@example.net,4071491310,Chennai,GROWTH,2025-02-08
289,Tanmayi Aurora,ravelchanakya@example.com,7404564543,Chennai,VALUE,2025-03-01
290,Nimrat Dubey,azaan52@example.org,3826512947,Hyderabad,GROWTH,2024-11-21
291,Upasna Lanka,dhaliwalchandran@example.org,6337009511,Kolkata,VALUE,2024-06-14
292,Mitali Buch,hahuja@example.org,2276158425,Bengaluru,GROWTH,2024-04-05
293,Lajita Nadig,xmahal@example.org,4223185831,Jaipur,NEW,2024-05-10
294,Balendra Biswas,kulkarniaadhya@example.net,5703409718,Bengaluru,PREMIUM,2026-05-05
295,Bhavna Karan,ibasak@example.net,4362748187,Chennai,PREMIUM,2024-12-22
296,Radha Chaudhari,tataharsh@example.com,2976428468,Chennai,GROWTH,2026-05-15
297,Sachi Ganesan,keeranjali@example.com,6175869274,Kolkata,NEW,2024-10-28
298,Ayush Batra,adya49@example.com,3916102811,Hyderabad,VALUE,2024-10-07
299,Daksh Memon,ravaladvay@example.net,4047873748,Bengaluru,VALUE,2025-03-16
300,Kavya Sankar,yachana06@example.org,7020739701,Delhi,VALUE,2026-05-02
301,Yash Wali,vlala@example.com,2958107719,Bengaluru,GROWTH,2025-05-21
302,Pranit Garde,rkannan@example.net,4166064858,Kolkata,GROWTH,2024-02-01
303,Farhan Raja,banjeet74@example.org,4245049886,Delhi,PREMIUM,2024-09-01
304,Widisha Dhar,farhan42@example.net,8451265276,Jaipur,VALUE,2026-06-01
305,Triya Kumar,mannanjagrati@example.com,5525417832,Chennai,VALUE,2024-05-19
306,Aadhya Andra,lsankar@example.com,8186850634,Mumbai,GROWTH,2026-01-22
307,Bhavna Dugar,bhavnasha@example.com,9771045688,Bengaluru,NEW,2026-04-15
308,Riya Pai,mchada@example.com,2423592887,Chennai,VALUE,2024-07-11
309,Panini Krishna,chaitanyachar@example.com,5136272586,Bengaluru,VALUE,2025-05-18
310,Chasmum Issac,warhi28@example.net,1408487426,Delhi,VALUE,2025-06-23
311,Vasudha Chhabra,edasgupta@example.com,1216275733,Pune,GROWTH,2025-12-15
312,Lakshmi Parmer,uvenkataraman@example.net,1193689529,Pune,VALUE,2025-12-19
313,Chakrika Bains,desailila@example.org,2335235845,Delhi,VALUE,2024-02-24
314,Anvi Anand,frama@example.org,8460749169,Bengaluru,GROWTH,2024-10-14
